wallet,roi,tradingFrequency,activityLevel,volatility,sharpeRatio
7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q,0.00%,48600.00 trades/day,[object Object],15.0111,0.1869
EnfrFMop3WmYs1CQdAyh8tLYsa16EUVk2Kob6qiMB6ex,0.00%,4500.00 trades/day,[object Object],0.0407,0.0301
6mFtMHepqdZGct47AP7Ghb1hsqwLJDFrcKaiWTBgQXB4,0.00%,36.24 trades/day,[object Object],0.3353,0.0791
FFidPdmHnSVWEHoX6PfTG1DTUjzw4jexpCComf2QBrrh,0.00%,1483.64 trades/day,[object Object],10.2917,0.1740
H2nbe98dCfJ3oKMkoYUc9EomryuckYG1PKaU9wprZHLS,-1.54%,25.56 trades/day,[object Object],44.5473,0.2465
8x6D3vzA11aPhkUzdrrntMGAfn6jfZfKQeK7eBf1NinN,22.33%,38.74 trades/day,[object Object],159.2636,0.3736
HJqDd4UDDdsZP69YVVw6o7wpe3sDL4WfZsk98ES6Ab9r,-10.07%,6.96 trades/day,[object Object],521.6563,0.2482
CwHFgfaUd4AiQqc9cGZF6gjnuWQnayDHp7dEam5DAtXf,0.00%,479.04 trades/day,[object Object],23.2600,0.3919
9PodQBJ3cR8UGt5Pju6paZNno2VQgFjx7JJCaUkCnfZk,-5.66%,1.31 trades/day,[object Object],113.9843,0.3047
8HY2XeYVJQc1WLAg2kmcXcC2poT3LUTA8P5Re7kE4VYC,-0.37%,11.41 trades/day,[object Object],87.7712,0.3018
6AExruxRktHN3H955HJHJhCuHKHCiNGEkZ3SgzCwhVAS,1675.46%,16.36 trades/day,[object Object],67.5032,0.3125
AZwnLAXAAM9BT16KwxfJKHqKFHySYACi8D6qAmZ2hisw,0.00%,27.68 trades/day,[object Object],82.1219,0.3334
5yZMZrnJ935gTM2UqLjsXauE8D3nVDMFPVXkSQ8whgV4,0.00%,20.34 trades/day,[object Object],83.7484,0.3557
2AFx11PMCcNCDuY3vG3rXpre1AVGmc5WSRBvEPVEp5Aj,-21.79%,10.18 trades/day,[object Object],139.9861,0.4567
CQwT1byuHgjKnL6vzmuNaAywKfDBVxDmFVgsQDBWxcWt,0.04%,2238.34 trades/day,[object Object],0.0088,0.0044
CNPLiLkcfr7KejmPa2NWqVkcdQ3oz57qjvhzivCNey32,-2.75%,6.46 trades/day,[object Object],146.7841,0.2411
BWBPXfgRWcoZwkPUiSXG44aMHXzLt9fgpZ1wER19ussg,0.00%,28235.29 trades/day,[object Object],0.0449,0.0224
5aR1oJASGb9iM85wq3iA7EU9oFUGYLL1dr77Jp4sXJRX,-3.23%,3.97 trades/day,[object Object],78.0103,0.4042
GDCZWAzgTEMJ4u3vXKuCj1QTfjoRDruRBQrQPz6bAmKT,2431.87%,9.87 trades/day,[object Object],122.9536,0.3466
E8w1cxuvHVL4gMQNfy4VUXsEv4JNEQyqJ5WyFkS6hccL,2.89%,19.85 trades/day,[object Object],40.9804,0.2709
3TyBAZe3nyTgHox628s3ufM9F4eybNHkRZoJVEUv7yuJ,0.42%,5.24 trades/day,[object Object],278.0881,0.2713
7d4kX2643BuxgLK4UY58ogLv6rg8PTzdyrP35Bnp484D,0.19%,42.87 trades/day,[object Object],61.5109,0.3930
4RDLDYjV178WJFusndvG58t4yFGijVTaNPYVjDUsgeGu,0.00%,88.28 trades/day,[object Object],0.3443,0.0511
AEK3Z5CGNgmRQHxK9sRHbbn6MJ5oCg5M96qsXjQJE123,0.00%,2107.32 trades/day,[object Object],0.3331,0.4238
75CZWDLEyaejZRfVCs7tFegB7CCKzmyeKunwMwt62PrL,16.10%,50.78 trades/day,[object Object],117.3475,0.3497
3WNGFqbpaBjdYcf48orozmyBwC8MxZN9TvsiTCdQoEzh,0.00%,4214.63 trades/day,[object Object],0.0000,0.0000
6KXiGeGrPkNPL4scg5DrUhixjnREBTQ6ubq8rZAynACi,-2.85%,26.47 trades/day,[object Object],99.5148,0.3969
DWbUGZeCNFTx6yQBGhWWBodfxgDj96FycT6g3ewtooxY,-0.36%,70.37 trades/day,[object Object],59.0207,0.3418
3hdRw6kC2WZwaQuZZgA5AsZrhfJCebv6GuuyyxYAuCwQ,-10.43%,19.72 trades/day,[object Object],48.6000,0.4006
6JqiBoRkD3P7wgP9e3yCydQrdnSZpjViSG6grrsSD5W9,-99.86%,3.02 trades/day,[object Object],83.4856,0.3088
68yA7NK5MiCNU8VvJVHWQBT91xXDDcFTX3qAujo7YPWw,-0.00%,24.12 trades/day,[object Object],270.1971,0.2077
uM894dMe5Z6aQorFgXGrBdTFCQiC2NmsaUxG9HmEtAu,-0.00%,7.26 trades/day,[object Object],719.2827,0.1864
CCJJYkVga56c1pEJ7nHeigjKkr3gj62zK1Y5NakCK6P1,-4.84%,7.34 trades/day,[object Object],337.3149,0.2538
now1o3DQ8zEneYjm36ZRxZsDN6rc99VUtPgrngLoPmQ,0.00%,9525.91 trades/day,[object Object],0.0000,0.0000
B11Dvv7irdppA9Xkd2CP2fw7vsckDSTpjq1CQNWQae8C,30.89%,6.43 trades/day,[object Object],166.8038,0.2849
8KKii2e5YMQuDT32uuYzKUDjNaLrWbMjzu72cfcw6fac,0.00%,2355.51 trades/day,[object Object],15.2915,0.3321
4gstcrbr6wovpfdQGSpXWJMQ1gar93s5XADbLAKoS9Zi,10.43%,13.75 trades/day,[object Object],133.6487,0.2887
8fbq41GDjEXZFFaV7PyJrdVuiXsRigxJdtPQiMgJ8XoN,-4.03%,19.73 trades/day,[object Object],299.3819,0.1673
CTqUqS53jULbto8WJ5t74hKpDP4GoToLCBtzUsx47aZr,5806.66%,4.71 trades/day,[object Object],276.2604,0.2153
Cwjjxk79owhchzTbQHQAdTLJL9qqujSNf3uETsQfw5LY,70.64%,89.06 trades/day,[object Object],124.7705,0.3113
DqeCfFKtvUAWB1aN18pbZCujdw1ZW7MR1BHq846EKVja,64.73%,16.23 trades/day,[object Object],159.4420,0.3712
9bVrnS865n4Rwbkjk5NFzDLBiMifJvMNa7e9HDu6DYSb,226.55%,11.43 trades/day,[object Object],115.0133,0.3458
CVuzsWwoCf2oC53tpjfqKBRFef794b3AmNsaNwBUCAZw,0.00%,10800.00 trades/day,[object Object],0.0000,0.0000
2WxQcyjkrsDjyGKaUA6XKxDVDja8fTh8BC8X2TMCpUnY,62.63%,7.78 trades/day,[object Object],160.4419,0.2455
GSEgxeVnsVGEYftiRcy1zziHUwrRnQ3SVPyd5nAg5eWQ,0.01%,13.68 trades/day,[object Object],2.8710,0.1064
j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,0.08%,15709.09 trades/day,[object Object],0.7535,0.2363
j1opmdubY84LUeidrPCsSGskTCYmeJVzds1UWm6nngb,0.10%,30752.54 trades/day,[object Object],0.6973,0.1728
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0.87%,17764.49 trades/day,[object Object],0.3152,0.1679
Et6DgJN3jr1QzbujE3PyTt4aaTfnHKuUbf7aeDvhFbNu,25.63%,53.18 trades/day,[object Object],167.7648,0.4163
3Cvzb8f8Sc5EXRb4UkYgcNzUmBytCXndSZPR1Que4pYm,0.00%,1.33 trades/day,[object Object],135.2901,0.2136
2AiLzs7bhm2kJkx4hw62kNykTcqHuWhFWwbumLMaHJPv,174.75%,9.19 trades/day,[object Object],54.7491,0.3386
BENK5S9Xua9D39DctfCchz5x8epQmgGzJ1xyxxw4Pm8G,-88.50%,624.22 trades/day,[object Object],4.4645,0.2077
AoAcsruRc2QN3ErFajS3LN6FaRGYSJy8tNzuDGaWk6J8,0.73%,26.90 trades/day,[object Object],56.4513,0.2118
3fz8i7d4YJd6JNi1Nn96c1M4mHa2kmH8YFFXo5xfJ5yg,-0.85%,63.85 trades/day,[object Object],1399.4308,0.4537
8v2mTnCfR1fzwJEY5DjXMGFu4LUs34sgyY17Zs4Z7kHy,-60.40%,3.87 trades/day,[object Object],99.0999,0.3295
szJnG6WuErNg64t4RtNv8VsXURkg8cjjcq4egcVHsSY,-18.32%,19.72 trades/day,[object Object],112.5573,0.3487
25t5RCFqGbLTqG8TGJgpwxbnvhwJeJivWzjCSKGMA5FV,-99.95%,7.79 trades/day,[object Object],556.2166,0.2213
yBvC6rPcH8HCoJC4iGZABqkEfFWvNfZVcRN4Mgruk57,-74.34%,10.64 trades/day,[object Object],74.5994,0.3357
8j8a9bXKt8Y2sWKoM6fG3MkgYSJ9kVGNQ5re5EExrcZM,-99.97%,1.70 trades/day,[object Object],379.8985,0.2899
HLPKfYcvsciAe6ZFSgQML2onAxeU6VorfaQuqxKZXEK7,-25.88%,10.46 trades/day,[object Object],92.3116,0.1958
8RSK7Nj5zhBLj336qcYMG4BNNHZZMRLCNEareMSHQ6qY,36.55%,19.41 trades/day,[object Object],48.4682,0.3275
EdtucFdwdE38XdAnRAFfFmheUHv8LPwCmCXutcsTCjgM,116764.35%,8.26 trades/day,[object Object],68.6393,0.4423
D7KL9UrqbFMZnpmt7yRS9nwxWf4maWfdQVWj9CxZbLf5,9.22%,1.40 trades/day,[object Object],213.6235,0.3395
CjaQPFjXvzv1QKPFBAo7jr6TjwnAzDmEm6eodX9buHgG,0.02%,4.77 trades/day,[object Object],304.6835,0.2352
G2KGokaCWRr65bAu1p6qKGXDAF4vtEDNLnMm9XX1dETY,-73.44%,1.47 trades/day,[object Object],53.7469,0.2261
8cFqNCaGZn2x5gCBZsLw8hoD8NkXg51DkQDPGhkt2e5v,-99.76%,33.18 trades/day,[object Object],484.1528,0.4124
9Rph3Y7f87Z6owedzD4v3opnFakx1MQ7iDvUc4ENytMr,-71.74%,3.36 trades/day,[object Object],81.9492,0.3362
HzWVA64pVY8P82QCebxodmd5bDQpojFDaq5HVpahsCGD,279.07%,16.03 trades/day,[object Object],74.0301,0.4290
2qZw4NVZa4TTAtF7X1rAVR5siVDTR9xUTtbnsFXXAgaL,-99.98%,5.93 trades/day,[object Object],52.9123,0.2176
BFkVYhsjMPaF2qyCpEM3zxRwK8qThZfWvbatAr7rBFQN,-56.48%,21.78 trades/day,[object Object],45.1267,0.2902
HcPE7DGP3iRzBv9BJ4fYA5D5rLK84CHaRTn3dwukGxXe,-55.90%,12.34 trades/day,[object Object],247.5858,0.1937
GNo81o2Bg98hHw5fG8fQTJcdYsmAnCPFoNHEnRW7EQcK,-13.96%,5.06 trades/day,[object Object],123.2553,0.2792
7JJjwVewyw9PPNw9soxdgj8UJGiB1h7kYSHp1aHsKaQb,-18.84%,22.20 trades/day,[object Object],121.1280,0.2747
EAMNGiy7w8SAgomwc7S6MjsBEz96wwk1NgdRYyFZ6YK3,-57.62%,8.27 trades/day,[object Object],109.1322,0.3204
8h47PgCvXsMRms1RU8mxSucna8UJ2s82LiEkJkBhCGdu,-93.39%,6.40 trades/day,[object Object],81.0206,0.2270
6Gu1dd21xSAiHmgpfmAH5eb4APSSfggmxnZwindGxpM7,-73.15%,10.41 trades/day,[object Object],297.4750,0.2923
GofhGjN9TEwV38VLn9h8wncmxoPVfD2WMPNbsWL6RhqF,-94.79%,13.03 trades/day,[object Object],31.0753,0.2851
E82oLEe7p4RPidxXww1iGUyXEbG8Xpy44PRgkbDZAmSj,-44.78%,2.02 trades/day,[object Object],206.8241,0.2360
6he1BHeeGEVdCmCvgfj6JxKffMZ3heLhxfVFtFhDPqqs,163774.45%,11.44 trades/day,[object Object],41.2679,0.3863
AHAyorPPpw3EkKAW4wjKNwporFRMv7hQK3ofU55m6CWL,140.85%,33.13 trades/day,[object Object],80.4603,0.3228
G9kA7j1cswYzmNF9cr2qxShHC4McGNxWxk4eLh2VRKYs,0.01%,43.45 trades/day,[object Object],5.0370,0.2693
79F6D51MSKfjdK621TLnVgz35U3srZj1W8b9dxwBHAT1,0.27%,0.41 trades/day,[object Object],172.3135,0.2720
6uzbN2GE9AYmQLYKXWCCfXxCS8HWm3FRadmntMkBmuvv,0.01%,2.64 trades/day,[object Object],31.6392,0.3854
Ceu1gCaif9HgXXabHU2yFxwGwfRimmwG2LPrpWxymMC6,-2.30%,10.09 trades/day,[object Object],191.1213,0.1152
66A3XakEb4f2k15vqPcuDLYTK5pUiPu7QWyii8sGsrnm,47937682.34%,209.39 trades/day,[object Object],3.0204,0.2315
kQ9jEAsRhVe3atuPfLdmt4mSB1xD8eA55tbyFYUqw5e,-99.80%,3.74 trades/day,[object Object],54.2536,0.2336
GATvr1GXHAwU36pPboJJJdpAYohpki34J2qs7z9x5b8E,118410.21%,7.67 trades/day,[object Object],188.1248,0.2660
4jJ3PzjW7GHk6mDksS2AmmJrSp88q4dzryZe3oeV6QcU,-8.93%,0.47 trades/day,[object Object],170.9972,0.2722
4o2dtQp6sWAcjyVAn9YMECKuyjcVBkYmfohhu5VStaAv,-72.08%,6.06 trades/day,[object Object],225.4081,0.2867
DvsTs5fLQBcu23nefFPZTuccPpUid7WvJPVHnqjRUWZe,-0.04%,11.37 trades/day,[object Object],397.5396,0.2901
8jMRkg9S7J8RGHxuA89VCD4nSgJoRHL8K3sZZFhdh3bk,-2.23%,3.48 trades/day,[object Object],341.6742,0.1566
77S1oSJ5MtEgWT7ANYog8BASPsyytvbaKfNbTz4J4MsT,-43.39%,1.19 trades/day,[object Object],84.9177,0.2747
3fpP2K6mALewsxLYQpU9hgKWT391xFoBSLd6G3WYUANC,-74.36%,1.45 trades/day,[object Object],116.3547,0.3150
Did1rhwuwsqvBzRRn9nYK1K785NxLsdRs9fG9tPeQtLp,2755.03%,4.92 trades/day,[object Object],14.1959,0.3107
57FTAyKaemEMaRh3g7rkaPQMAkgEPFQRHup97voL1F3z,55.72%,8.20 trades/day,[object Object],618.5525,0.4472
5NK1jcTH8YxuUKD6koo2175FfkaBQ8kv9GqJma8RkY2s,18.06%,32.92 trades/day,[object Object],78.5402,0.2261
4FaVGcMhEyWgEpawzCXvLPwpWQLe8omZnKgCY1mfSvP9,129.31%,10.26 trades/day,[object Object],278.0994,0.3034
Cr1VFRCDy4E6s6EVcUS8TBxw4mdVejAbx199CwLXykwb,0.51%,9.45 trades/day,[object Object],102.6502,0.2423
7vKsWQc7Vbwtt2Uwgg1c3iXPWJCCVYL4HNys142W7ahC,0.14%,1.91 trades/day,[object Object],81.8474,0.2970
FQMY5aY2JFgBjH8KsaXKQdPo6XArpe8M6pLBtZoJHPHL,-97.96%,3.65 trades/day,[object Object],109.2527,0.2639
HKn31DEE29QD4KYx3pmoFcmEHJqjckc624JNtAuQuH1d,234.00%,5.25 trades/day,[object Object],4.7915,0.2660
GBc5sgL8r5aNXQuEYxmwmURTZSsbkxNM5eX9F4kkr1n,-66.80%,16.66 trades/day,[object Object],12.9991,0.3254
2tJrUeyMNWKGjpUbzzFqE29sMm6PF9paEdNb3gAMS6aB,0.04%,0.85 trades/day,[object Object],86.3883,0.2767
J99uWPDax4BPoG8iVaoAj8YYMMg19ffvyBnTqtL13Lkr,-66.91%,10.04 trades/day,[object Object],274.5319,0.3937
EujwT8XGRcR5CS4oD4UtinPTxaH25oWJAPjRWFnG6JZA,16.57%,7.27 trades/day,[object Object],260.3714,0.2818
HBNJy6C6H1e7MzNShdhHXBpA7RbLhHqBY3udWNVwyYRC,259166.79%,16.20 trades/day,[object Object],183.8898,0.2683
AUrN9QCcB1eA12jkoUsfwRoiTCTG3mQWQEQwABbpQGr1,38.86%,1.02 trades/day,[object Object],83.7727,0.2935
8nmSuKEgPfNSqgJzVa4zuUgqQpM4HUD1rNLHCk6S2PVL,201.85%,24.72 trades/day,[object Object],63.6472,0.2158
3haXVhWSKEtfbkDWqrAVrhRo6bdy4P4Xak4hMLqUJBGP,-67.72%,2.23 trades/day,[object Object],211.9990,0.2027
9hiJ73Tu6vEq8UMiRs92oEzRB94tyVgxxjSN7d4RWX4M,-74.32%,17.01 trades/day,[object Object],120.9215,0.2984
7NCP4d5GzHcCYCYXqZ9WGJVrGFmLgSym5WF4rHQVS3dj,-99.96%,3.32 trades/day,[object Object],1365.9359,0.2636
HnM8VyD6xqcXyDpedpeYp9UAKcjxPJvwEBNS6Y52f3PE,-39.73%,389.36 trades/day,[object Object],0.8470,0.2613
4B6pmJbHwumxwmoUvfaKHD61NXFjzUnqRyFixirsjDd3,203.81%,44.79 trades/day,[object Object],14.7559,0.1649
EDig8q2ANyDsjMUzwd2UMU51QXqAGmUywpcywWAZHrUb,-100.00%,6.37 trades/day,[object Object],517.6932,0.2399
E2Qk2X5HzZgstFKYWDhW3hPqYSZqBmzJiskCi6tBYZsV,-33.83%,6.19 trades/day,[object Object],117.2735,0.2508
8Mnb87uUYXcqejP6RuUyDiX9Fd1unCA3YdM3zLGSVEPQ,1559.29%,7.11 trades/day,[object Object],108.6597,0.2780
3uRYixeJE8YXVmoM5n8UU2ev1vB8EHeefNNdoA6raz5u,-99.96%,24.59 trades/day,[object Object],114.9861,0.2509
8Z16DvEvhgFesiVTvdwwzn6kJdsWiRDrsGenvy5Ek4Qy,-67.44%,16.29 trades/day,[object Object],183.9584,0.4557
7SjVaLgFtrvFbTArggshSs9pWPPkTf2PQsay8CHCbBVD,0.12%,7.52 trades/day,[object Object],309.4254,0.2515
B3avjK7WReYGJxNrHqvwJNKrwotsHBEBx1vDo5W5inry,-82.32%,18.04 trades/day,[object Object],4.3248,0.1648
6HxsW3LS7xNKiL41QGaAdz8d8uuG21fEyUgfgU7v5se4,101.88%,20.85 trades/day,[object Object],1216.6846,0.4437
h3ZRyemVjyjXZNgqLQsvjzq554YTpj3vvEHa6jCWNjL,-88.34%,1.85 trades/day,[object Object],327.3887,0.2047
51wmbANFUXhhircng9fo1M7ZwZt3ybccXgajoVezL9TV,-99.93%,8.54 trades/day,[object Object],57.0084,0.2772
Hv2nqmfoM9AgxC26rSj9xpYXM1NFiowSiHf6e9Wy3oVs,-28.32%,13.66 trades/day,[object Object],45.1872,0.2113
CmrRHWorQkhbip6Y5tzfzJvarp8bYmYrdyfzsYV2JMZE,0.11%,6.14 trades/day,[object Object],119.6967,0.2711
Bjbn3XQPjZWmx7FJw5wQ9EEbFgY4DvV1SMDHMk2mr4op,-18.56%,1.04 trades/day,[object Object],144.5823,0.2406
QqeqjMux7P6aZcN73jV42ZYp54weABDCn3Jfs6iE4VF,-20.26%,14.03 trades/day,[object Object],118.5602,0.3778
52sRceCdZwY6obs6KaMvwipz6LXXbwcyZ2yvhQHypUEV,-99.77%,7.60 trades/day,[object Object],82.1052,0.5545
HJLqkCFiNMUsXvqA9btLXFwKpWgCAXXXmNBFnSELvXSC,0.00%,3698.05 trades/day,[object Object],143.0344,0.3683
3yHccNa7B3eDW1mJZ5hLFcsZQDnnyZehUw5Ah4adcBeJ,-93.94%,14.31 trades/day,[object Object],76.4206,0.4586
3rBitGnEt6gnrF6SqjVAWrDQCbiP879pRadTA1ynucj4,-99.79%,6.33 trades/day,[object Object],231.5825,0.1797
9pYc72hGiQzkrEdA5EBQc6WRhuzvu5muZpq2yhZippud,-99.94%,7.80 trades/day,[object Object],635.3118,0.1504
em4HsdV8znb87KYTgHJPZRqNcW6mcxgW6CJwJYbHwG3,-99.96%,1.30 trades/day,[object Object],156.3856,0.2709
72LWmVKcfhFP1h92c8MuJtsCrmJ3pYAvRZDtvarrP2KV,-34.66%,4.87 trades/day,[object Object],115.0162,0.2003
FMM96phE22hdHTeg65PjmHy6rAQFpLwoX31ReFBAafN,-73.92%,2.47 trades/day,[object Object],95.5910,0.2530
4Pr1bhJmmZaH2f1U3t4sVBrzijRGr5TmJ67BhR1128cy,2323.02%,14.09 trades/day,[object Object],180.4468,0.1873
GfpyzguKfXMzejGYkyLiAeSJpySJ9YAbDXjBynrj1LYe,-9.87%,16.87 trades/day,[object Object],100.7416,0.3705
5DRMGgAMfBaKNmicCbXjMhCmJpGgiRxhTL7R77KcAAVi,-70.87%,10.18 trades/day,[object Object],6.8673,0.4305
9zPTd6KdhD7ggrbhZMPLebkonv92BeFpdr6Ps3DxKPte,10.70%,16.05 trades/day,[object Object],175.9726,0.2529
BovgVqUrYwJF6MFUDhyBufEfHnLu4aZgkbyda1N8dSvs,-22.58%,4.22 trades/day,[object Object],161.1767,0.3302
E6EjXMrJ3Q6MVZzwu9SLWcNoNG6yfA976dDoUYbqLytx,432.76%,9.49 trades/day,[object Object],439.2054,0.5351
AGYWpFDV7NS7k9SWUf5bahkXK4AZmHu3qffGYk5kwwRd,-84.12%,1.88 trades/day,[object Object],406.5651,0.1522
Cc1ThUAzcSppdNrveio9YB4k523XwqLpBknHjKZtmPvD,-2.84%,21.76 trades/day,[object Object],127.1230,0.4128
GwyG5FQRNtY1faXYWdTLbcDNZTyW5d2Z63o1UiMUDQDT,-18.57%,35.19 trades/day,[object Object],360.4507,0.2344
7rGRDMU4kwkAiZ7x2ETZH2ZTnSX7B2jqob4oFGkoVQRU,37.91%,25.98 trades/day,[object Object],49.5532,0.2055
73HsfsoJbn88LwDWaDmixBnhmcvVwkJXLDz6Hmwg4KTc,-20.12%,254.04 trades/day,[object Object],359.1585,0.2373
CntdGK6wuevrAbGpo2LWW8VCNjDtnPC4S3z4ipxzn4Tw,0.10%,14.76 trades/day,[object Object],179.3515,0.2570
8KKii2e5YMQuDT32uuYzKUDjNaLrWbMjzu72cfcw6fac,0.00%,2368.42 trades/day,[object Object],17.4018,0.3514
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE,-3.61%,537.05 trades/day,[object Object],1250.2972,0.2160
B1oC4vJkYkAJWPfLenDcjv5kfmcoYRiT6HD7ffeGRoQm,53.32%,56.45 trades/day,[object Object],31.4359,0.3371
BBen94Qj1hAb54oAV8NHYRryysZf6ZKBQpnwXQiM1hdY,-7.35%,13.80 trades/day,[object Object],84.6854,0.3688
66Uszkr1mEyt1cQLwGkvi4PQHJxX1hxLRs7fwZbM2GZn,0.00%,492.25 trades/day,[object Object],0.0000,0.0000
3knm8T4xFk7rTQ55898NAXiySmuY3Awkgsk2HV4qLN23,-0.01%,1.23 trades/day,[object Object],6358.1017,0.1369
Fe3cKLQnauT2JeAqpSox7tfDtTy76quFSRrZwmHuXoQN,-2.70%,48.82 trades/day,[object Object],0.0521,0.0258
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0.03%,8022.86 trades/day,[object Object],0.7758,0.3181
9Nb3hmv5ESD9a2q3vxFmUcjyQa9nBSkBPnoXMkZTJtPF,-10.25%,8.15 trades/day,[object Object],76.0817,0.2840
G4dfu8pE5ysqkLzrvtpsoVHiSA6RsprWWtRajAayY5Ye,-27.60%,10.54 trades/day,[object Object],30.8091,0.2938
CawH4gnd8BjEHopowzn7HpACc5tjVPXvHVTU61oCB7VU,-2.24%,76.90 trades/day,[object Object],456.5586,0.2530
2wpDeEJ6kaWac26vbFiPX8XhtNzeUWj72dT2A2bxE2G9,18.20%,9.64 trades/day,[object Object],144.6326,0.3093
ARRYJ4Aof66G7gVJh9JeAby9aWovWhtBrsVmkyhhYWet,0.04%,1.62 trades/day,[object Object],128.8489,0.2602
Rs7z2dC8NcdRVPxS4yx84EmwgnLmGwaKYWbCT7GgbMK,42.95%,17.06 trades/day,[object Object],85.8643,0.2141
2ZLhWkaLAUrSqqu2yQiEJrydj4uNzpt9Z4uye9atbtDC,-65.52%,14.24 trades/day,[object Object],43.1894,0.4074
A9tnwuuZanqnQZhP4h5oLoD65s1ZqyjJZR4TsZFg3FLN,-10.97%,54.35 trades/day,[object Object],36.1402,0.2988
BtPuWCTCS8sBHPpAkNbJc5E6RrZkXNdP4EhzkXaB3DsA,-5.07%,27.56 trades/day,[object Object],299.3026,0.3803
8EDjPLTJ4Zf8ZecJX7D4QWqWsYUkexm4NjEcK5NSx3rR,9.48%,125.60 trades/day,[object Object],4.9886,0.6373
49bNjb2QdaUbA9P7hQLeCvPUb6MdeyprktRE2G9DG4Mr,-0.03%,46.55 trades/day,[object Object],328.7192,0.1431
CwFDkLhGCgNHUDuC32Ljc1hhvyEs18YWAoVcxUrirfwg,374.29%,14.66 trades/day,[object Object],72.0499,0.3959
CwgHkUs6FS9ZYmBaiJd9UC9SNSpTugm26FfRuLdCRDWS,-17.83%,55.19 trades/day,[object Object],60.6045,0.1049
GU35xQ4iK7cHZcZZoVd6GXF4M6uiEfdcvWoud5fDdmg4,-12.62%,15.20 trades/day,[object Object],292.9440,0.2951
4izThp1MxMqVZTKpsZHhbPGy4zY4RHyEoCNGs4QNg5to,79.62%,5.46 trades/day,[object Object],151.3130,0.3649
FffuPUd4BZgsXzzZXM9yf6DFZcAAW2pS5edcxLJZqanE,233.76%,27.42 trades/day,[object Object],49.3798,0.2167
HDz2KdWnSfWd7wMp7PXP9EikV5dBCpjHZYaageCvkM3S,-10.96%,16.33 trades/day,[object Object],61.6015,0.4638
j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,0.96%,18705.15 trades/day,[object Object],0.5182,0.1603
48kx1v5iNdpwmWKAcfwNKL8brRCZqATJrmrCAw8wnN29,0.00%,172.29 trades/day,[object Object],4248.2840,0.3616
AZXVfmYvDsLHNTdArmqqdgmjS6VsY4itwDvtixgx2JHq,-54.18%,9.34 trades/day,[object Object],2417.3801,0.3030
8ym2FCxXbhYnupfGQcEBE4dTggdtAro3WPP2jPjnYNGA,-15.06%,12.08 trades/day,[object Object],90.9950,0.2339
5PFU6otEBTij7U4JXpPwTg4KqNFN7wP5rCo1NnAzuZnY,-11.60%,29.82 trades/day,[object Object],2383.8209,0.2280
FyziEzzsCuivB7hZ9Hxt41Xgurcqm8TukfnoRsyt73vx,6.82%,21.94 trades/day,[object Object],91.2580,0.4386
BD17Q4fQooSiuTuKzZ99aj5HzWrXaRAL6aPeh8XBgGkm,-52.56%,11.79 trades/day,[object Object],83.8108,0.1813
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,0.00%,617142.86 trades/day,[object Object],1.2621,0.2340
486Z6weq8FqFm1ywBNZXmcVgbN1odtiRfLJ6gPiTdAGs,0.00%,492.00 trades/day,[object Object],0.0000,0.0000
9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,6.62%,244.22 trades/day,[object Object],1549.1007,0.1992
AjygC8gewVhtDD36BLjbMaDUPC2VSMsa3gHrXdYYh36M,2.24%,25.06 trades/day,[object Object],1777.6091,0.3098
F6otmUo5CWmfCu2XKG6KZJAXNiscLgMFVYHd2Nd1iNvh,12.89%,10.24 trades/day,[object Object],128.2374,0.3201
8Am6R4XVxmwGQgEEjc2zYBihb3Le8zuEhDJPFhsooNZw,-4.64%,75.42 trades/day,[object Object],13.8345,0.2479
6xGYEhRDazRQdtJPNEdFiE8r2C1k8qmrdwR8qEAZiwh9,-1.79%,71.85 trades/day,[object Object],20.5186,0.2474
Cy7hf1nqP2oaWiZ1JERWNN1VNxDZtFTLLAqcHLLygviD,4.17%,15.83 trades/day,[object Object],409.0795,0.2656
HJLqkCFiNMUsXvqA9btLXFwKpWgCAXXXmNBFnSELvXSC,0.00%,4649.33 trades/day,[object Object],56.9964,0.4331
6DQj2WbPo4BbRrb93Rmi6KcQZh64QMWxDTL995HrnAgj,0.00%,17.24 trades/day,[object Object],117.1101,0.3286
5As9dwLyv8RnYEKYbU3EpFczVjNMX4iP2XWzyjcDomF9,4734.53%,8.55 trades/day,[object Object],141.5865,0.3448
dtmhJGDWnfG5R48hbBDBQ6YvSEaLkAdC726Hp4CTC1Y,4.74%,27.28 trades/day,[object Object],53.7145,0.4011
AxbximzPo9Muis7PyBjsajdsHKHHEzwCU66aMqy9pmR2,-7.25%,24.87 trades/day,[object Object],4.5405,0.5219
7VJ29jh3JBwTDvRmrCQJtPPCUxL1Rg7jYzFR2npB5nY6,0.00%,5.45 trades/day,[object Object],1003.1349,0.2231
